cement_cum,steel_mt,brickwork_cum,sand_cum,labor_cost,total_cost
0.28575139942051525,0.02189600159506214,0.15080273933740185,0.6816353377224108,25924.293241579428,30320.73018101509
1.447348973959914,0.08150188886157293,1.0573872816873815,2.9847046430759376,3421.3715849698915,24531.400108421083
0.04996575904824696,0.0,0.21323822767089384,0.25466473869140793,1083.0758998559231,2546.657863962571
0.0,0.0,0.0,0.996463995540937,0.0,896.8175959868433
1.076975216553588,0.05473880916336141,0.0,0.0,1432.0145469697077,11187.09487944974
1.0737762178130603,0.04877414431428878,0.0,0.0,1836.7476312802737,11156.70693125232
1.938390164739426,0.1594714353925665,2.003611025181972,6.445835464206598,40294.42910934751,76936.07702399882
0.0,0.0,0.0,0.930605807228792,0.0,837.5452265059129
1.4300297834163964,0.09609180060206232,0.9484071388743721,3.31457938457304,4037.4159172984982,25879.95933928345
0.32018138157967685,0.018504389336107933,0.15774659785548148,0.7437668034074202,27456.052848611856,31891.60751424398
0.7783706556625967,0.03601831554441281,0.5757159045123734,1.4583139940871317,1438.9632624460169,12144.488121683295
0.19292160732735153,0.010265784680032678,0.10458654862989916,0.5564914239607603,9318.031263954084,12069.186782256036
0.9819316792690275,0.05075582993863631,0.0,0.0,1930.0767855360327,10883.609117220225
0.9341237891022485,0.04824915653394681,0.7224799626662295,1.835995973403476,2458.8744507608003,15877.552456260606
1.8327675134802244,0.1687675849975781,1.9357371156320957,6.546240657111056,37127.122823812526,73623.5087095286
1.58080563972635,0.09982918946311659,0.93951684824687,3.2293938982183428,2630.070763211669,25446.825369632177
1.5419507894921924,0.09181561966171461,0.9625786669907621,2.873162588927049,4329.116999351414,26154.390049371264
0.8284479030342555,0.03990300479548716,0.6025087371999814,1.5207968693091374,1573.334877954757,13003.015180105403
0.9409222940226922,0.04635316086545505,0.672274041290191,2.184926040025626,1556.319472164275,14967.77997169986
0.3236271765977337,0.019968876172114593,0.13900176987536123,0.6867717283644174,29465.29732454826,33886.67064785092
0.9866199651145314,0.047566875590639254,0.0,0.0,1808.427497379756,10564.518596854427
0.20288407124453356,0.010875024453390655,0.09667423748732597,0.5128058496001869,11023.296664984266,13796.970101899682
1.8784159935715712,0.15516468904632263,1.827152901344289,5.74749758014401,49886.82534302845,84474.57741909359
0.29248722147591993,0.021854825769204233,0.15591493782411822,0.6187689252153061,22811.964373282764,27208.991148146928
0.30429227726121977,0.019214392679808186,0.15933804094334172,0.7475786549591009,29415.601321284634,33824.05830751614
1.0565935782064593,0.047096783453863277,0.6446775753162416,1.7903138176360005,1936.7878238006763,15557.15887050212
1.5236753523437714,0.10717532697740502,1.039365893035775,3.054818680018805,4309.719805502308,27618.690462489318
0.0,0.0,0.0,0.9581538477155576,0.0,862.3384629440018
1.0257861659408256,0.046970032974005746,0.0,0.0,1811.7343491751174,10741.460570030062
1.410847156728592,0.07546026411128891,1.0446355981182514,2.4992901908512777,3571.4764152152247,23563.575628310984
0.7553320632240539,0.04029989794962914,0.6209441716406203,1.503764722521176,2012.0459492055193,13135.002176063706
0.7384368963858452,0.04214901190708892,0.5852820177245406,1.43308936457766,1937.7353252994137,12873.118596798113
0.3012964240526142,0.01946730948412712,0.15328755370450306,0.7423136302973986,30995.240542649623,35372.95879776582
1.3142393792608842,0.08488147529115393,0.9695248232448522,2.9004715121678655,3224.7389055603944,23368.044827428945
1.9931176936080943,0.1750978902989518,2.019275612780856,6.433823279611058,40993.2117652694,79089.39261020435
0.046552327291405286,0.0,0.19647148415509083,0.21701885793175213,1067.0309716792995,2402.5074226185143
0.0,0.0,0.0,1.0434641760791241,0.0,939.1177584712117
0.2141619829200666,0.010014844412210984,0.0947997975509055,0.4819862979991354,14903.664322244422,17642.981094337854
0.821049905788213,0.04007978459399121,0.572562584492934,1.4091271336902784,2226.366574140068,13392.472028094075
0.0,0.0,0.0,1.100256663179695,0.0,990.2309968617255
1.3116253442916277,0.07416798514956925,0.9605689099731289,2.561888790517076,3021.637783957603,22055.596144375853
1.8298254248780543,0.15562654198890477,1.9496887521393154,5.747761230256511,49139.715366044766,84044.19763395518
0.19191863565904152,0.0104477261713588,0.10780502798241942,0.4941441413914086,9289.139952801977,12005.885634094977
1.8387846003140444,0.16192464458720657,1.8402006415532899,5.76729332835224,36161.37348725898,71080.88079259751
